Cell type	c01_Malignant	c02_Malignant	c03_Malignant	c04_Malignant	c05_Malignant	c06_Fibroblast	c07_Fibroblast	c08_Fibroblast	c09_Fibroblast	c_10Macrophage	c11_Macrophage	c12_Macrophage	c13_Macrophage	c14_DC	c15_DC	c16_B cells	c17_T cells	c18_Erythrocytes
EPHA2	0.339733658	3.020054563	1.844132547	0.324164022	0.461827858	0.454005279	0.092675212	0.35358074	0.414456067	0.014593223	0.061309906	0.08159163	0.004353719	0	0	0.210400627	0	0
ARHGEF19	0	0.71869454	0.477304329	0.176479335	0.250547603	0.706518999	0	0.315293041	0.333727891	0.06094339	0.034741959	0.138382447	0.030241147	0.176723413	0.06305315	0.122092292	0.086118474	0.27614158
RSG1	0.281994456	0.150758962	0.121159821	0.093957577	0.054298213	0.071164945	0.085937708	0.119569043	0.168096993	0.011865783	0	0.064319175	0.020526325	0	0	0.019098465	0.045171699	0.131647296
FBXO42	0	0.771550167	0.712917166	0.103170177	0.431631255	0.565874869	0.215058515	0.208270428	0.386248277	0.196139472	0.141979368	0.209036012	0.122970015	0	0.182464117	0.194985541	0.282175794	0.107142995
SZRD1	0.773371567	2.724061069	2.702240705	1.494574558	1.629188699	2.360597412	1.815119732	1.896802303	2.514612104	1.188605487	0.878280189	0.938798613	0.806331084	0.529440486	0.849054375	0.814507901	0.575135146	1.214678668
NECAP2	0.850713973	2.029295695	2.118729524	1.394882106	1.924087989	2.200666501	1.063742711	1.712515171	2.03388147	1.854888131	1.412488169	2.275721127	1.460834255	0.794757547	3.642849435	0.969371109	1.038991027	2.12906632
NBPF1	0	0.532971562	0.590987602	0.260764723	0.748177462	0.709243043	0.145516912	0.374739868	0.577568321	0.213747273	0.02719834	0.053497474	0.129368725	0	0.057408301	0.09079116	0.140027062	0.131647296
CROCCP2	0	0.786240979	0.371560933	0.448014399	0.669214054	0.466812874	0.177708719	0.189413015	0.237896459	0.14801281	0.168961397	0.053342333	0.069804947	0	0.054889382	0.339273216	0.422218031	0.92033373
CROCC	0	0.197776545	0.302125211	0.06278005	0.211020363	0.393606722	0	0.161917923	0.232225701	0.036502314	0	0	0.045714771	0	0	0.020871718	0.104269625	0
RP11-108M9.4	0	0.297914242	1.097460085	0.21654919	0.050479155	0.490067487	0.088561382	0.339293047	0.737984571	0.825243736	0.28246593	0.316158517	0.251833836	0.38608049	0.437335522	0.040319164	0.316090106	0
ATP13A2	0	0.637519195	0.42884653	0.32471539	0.475810102	1.092197972	0.244717973	0.336206763	0.688881116	0.345145671	0.335169826	0.224700905	0.260754189	0.773560443	0	0.054707594	0.179414206	0
SDHB	4.001387401	4.577622438	4.041499684	3.136694094	3.646535905	3.444314684	2.572256403	2.745506941	3.545035508	2.232079813	2.151158369	2.049811527	1.603180486	1.791424001	1.344915605	3.093691992	1.914190186	2.313321212
RCC2	1.575422213	2.991256419	2.094454481	0.498318284	0.580385767	0.561984213	0.129666186	0.245756066	0.463061079	0.275786699	0.268264371	0.701772703	0.196980848	0.399228867	0.11949917	0.365009655	0.35999992	0.709266598
ARHGEF10L	0	0.362347816	0.512671189	0.149409105	0.162808675	0.159562441	0.189173623	0.151583545	0.16799488	0.558999783	0.268058146	0.648661184	0.401870327	0	0	0.022652036	0	0
IGSF21	0	0	0	0.039181954	0.013209505	0	0	0.004803212	0	0.005481963	0	0.027475317	0.041635859	0	0	0	0	0
ALDH4A1	0.208082893	0.291043156	0.201303629	0.056376778	0.123268533	0.177634809	0.158119686	0.057957256	0.137208568	0.086963303	0	0	0.059462027	0	0.108890751	0.115977405	0.026437363	0.22434675
UBR4	0	1.120478001	0.786970944	0.381702652	0.482558674	0.515759054	0.095596028	0.402586468	0.643588689	0.861774275	0.400016935	0.945260689	0.492050196	0	0.453806084	0.136130802	0.123338565	0.386957565
RP1-43E13.2	0	0.066304142	0.199493126	0.14039013	0.014930208	0.131763069	0	0.175908664	0.06343058	0.051010504	0	0.062114155	0.052111764	0	0.060069188	0.148247837	0.142227761	0
EMC1	0	0.797997525	0.57328556	0.122764693	0.567101928	1.313199704	0.293591971	0.60483864	0.944564023	0.235168832	0.266547826	0.300113112	0.092842323	0	0.059399868	0.62063434	0.204420913	0.446637575
MRTO4	1.224815638	2.739392392	1.875400395	1.065475288	1.64690987	1.656291321	1.934863253	0.979175498	1.697670664	0.634611805	0.599877351	0.386120356	0.177757559	1.026169512	0.120214984	1.107736659	0.88452653	2.49216034
AKR7A3	0.208082893	1.384706739	0.030016598	0	0.045455784	0	0	0.01001693	0.03180857	0.004551156	0	0	0.002926325	0	0	0.040857602	0	0
AKR7A2	4.142025272	4.267206717	2.614501225	2.082928409	1.974874365	3.718410082	2.850567933	2.586648818	3.234034743	1.005519488	0.771109707	1.142984995	0.625586622	1.315641451	0.491957965	1.235177346	1.999245932	2.447842979
PQLC2	0.276325769	0.997550012	0.789077921	0.431181125	0.463982906	0.633939423	0	0.349416025	0.599864056	0.216706865	0.102201142	0.269464898	0.138960107	0.593492436	0.076685986	0.132202529	0.043799451	0.131647296
CAPZB	5.759621741	5.17052857	4.527481192	3.522338076	3.872694505	5.937316486	5.692545181	5.090697194	5.400810424	4.927979113	4.617786136	4.467147869	3.774493745	3.540494872	3.8460673	2.775252668	3.122248281	3.697565683
MINOS1-NBL1	0	0	0	0	0	0	0	0.002825691	0.526531243	0.29524923	0	0	0	0	0	0	0	0
MINOS1	5.712383977	5.865206195	5.700141671	3.176187619	3.404061225	4.823230523	5.176169088	4.684315472	5.176181688	4.134285375	4.15740368	4.294597143	3.419791926	3.450496213	2.397003053	3.605193695	2.434846397	3.306791836
NBL1	2.981843182	4.102196633	1.780025176	0.482146542	1.347520872	5.69446624	4.750926467	4.153537553	4.093930628	0.133185363	0.068370309	0.058077949	0.103605841	0	0.240825038	0.229138212	0.255674951	0.142390328
TMCO4	0	0.474428496	0.713859872	0.296220756	0.280092389	0.28993282	0.155250895	0.195561598	0.259561564	0.095929225	0.044324445	0.083610692	0.059539294	0	0.126668212	0.145336563	0.208453916	0.099012204
OTUD3	0	0.112910201	0.191832274	0.047464234	0.139259548	0.03435674	0	0.047314839	0.068180966	0.019909672	0.035982215	0	0.020220284	0	0	0.011457539	0	0.166471247
PLA2G2A	0	0.040558234	0.203190066	0.184272751	1.506744082	2.908056094	2.403667627	2.95646943	6.431333519	0.911879659	0	0.025559111	0.106914065	0	0.056320448	0.103160848	0.419216528	0.778768469
RP3-340N1.2	0	0.052227148	0.160900296	0.098786711	0.141880185	0	0.096541152	0.007198899	0.009329344	0.084058267	0	0.12219679	0.095332687	0	0	0	0	0
PLA2G2C	0	0	0	0	0.011113691	0	0	0.007845426	0.017328779	0.087411644	0.109256927	0.094275512	0.125883098	0	0	0	0	0
UBXN10	0	0.49183156	0.780309552	0.270340125	0.313598751	0.4342057	0	0.034420035	0.119000144	0.026765664	0.112368244	0.031519263	0.0566501	0	0.076779507	0.043464142	0.023256009	0.514513482
CAMK2N1	0.495762191	2.323162092	1.629028516	0.203149976	0.496667429	0.458283702	0.067680624	0.032305454	0.02798701	0	0.036503994	0	0	0	0	0.020136518	0.021984885	0
MUL1	0.346632165	1.165736691	1.087028942	0.672409969	1.080548859	1.119906251	0.393924262	0.548796833	0.99773811	0.264226265	0.142003314	0.197134507	0.115906273	0.392541692	0.238606843	0.672786038	0.40316611	0.641829463
CDA	0.625057499	0.996793241	0.275784691	0.396065456	0.447561272	1.125041088	0.578606218	0.06099788	0.006779651	0.217881108	0.15163218	0.262377326	0.272623783	0	0	0.01047741	0.430204121	0
PINK1	0.830405425	2.499158944	1.434190634	0.581353837	0.783946584	1.488372921	0.447971321	0.59137001	0.711487413	0.177086872	0.200035075	0.163321927	0.328804479	0	0	0.608869671	0.15728691	0.275316402
DDOST	3.167861443	4.01603338	3.200120773	2.792428587	4.023923763	4.614670002	2.26059682	4.204754089	4.944362353	2.290086932	1.20809065	1.682253332	0.90507584	2.287877221	1.713134486	5.63693681	2.380539195	2.692548564
HP1BP3	1.107220615	2.301507419	2.247963919	1.125726058	1.291553238	1.541866317	0.717045709	1.288053347	1.772888972	0.627017968	0.745769795	0.692077648	0.332693783	0.90326363	0.626969649	0.782820305	1.054029835	1.496034522
EIF4G3	0	0.992121899	1.25198133	0.040932144	0.465261797	0.682069266	0.102838556	0.371504594	0.56416234	0.294475276	0.255781885	0.246460367	0.224353078	0	0.056320448	0.059616644	0.103799957	0
ECE1	0.76633405	2.449260766	0.869348382	0.489611702	0.550472022	0.460901626	0.14902944	0.260481311	0.37409916	0.072063647	0.094367735	0.08470419	0.047530398	0	0.246423547	0.467832887	0.176184035	0.734894558
ALPL	0.216914481	0.099806325	0.342546457	0.050829835	0.33513421	0.078976869	0.085937708	0.302240033	0.301659447	0.006129285	0	0	0.003020318	0	0	0.011239457	0	0.144671578
USP48	0.232956899	1.678384417	1.779301814	0.859687974	1.190471522	1.237243529	0.472130729	0.883834066	1.239931262	0.390674684	0.108489025	0.282281876	0.132416824	1.400351424	0.386428314	1.677533354	0.572850368	1.932170789
HSPG2	0.817915352	3.192419883	1.949895431	0.283252817	0.677227759	1.438424803	0.469885466	0.702058285	1.043752245	0.014186818	0	0.078507442	0.009100741	0	0.048672065	0.058973533	0.074343184	0.064536312
LINC00339	0	0.284976269	0.321223818	0.484471405	0.199534316	0.214441944	0	0.185900914	0.138671919	0.054816183	0.030708332	0.027475317	0.062579495	0	0.344500038	0.205842101	0.228315743	0.115268441
CDC42	2.594382172	3.90035369	4.178217485	2.065424657	2.852895718	3.578657574	2.645881523	3.313243021	3.623936447	2.818562158	2.501438149	2.506652098	2.215881297	2.23054026	2.078961289	1.802264461	1.632993992	2.568192786
WNT4	0	0.032783785	0.057549267	0.085684994	0.037067246	0.571652051	0.098895175	0.314667898	0.395433159	0.007391884	0	0	0.008327716	0	0	0.010036263	0	0
ZBTB40	0	0.333209446	0.322228769	0.079257092	0.185266115	0.067961164	0	0.066336735	0.094315604	0.062504945	0.074781892	0.059901887	0.062509695	0	0	0.059882341	0.054470488	0
C1QA	0.534044553	0.69603451	0.978733993	2.753004205	0.294208029	0.315632163	0.640248743	2.722858735	3.271168306	6.537200575	5.009085685	8.207327247	9.663556682	1.961497952	0.398663273	0.740621706	0.270714082	0.56809812
C1QC	0.456988958	0.231435599	0.689290117	2.044411375	0.143960891	0.067455823	0.422242968	2.046998122	3.410051246	6.536775079	5.03493181	7.002849981	8.996881748	0.41057276	0	0.328936428	0.161214011	0.319292688
C1QB	0	0.429084027	0.721124731	2.518361607	0.248839261	0.170870433	0.49991258	2.291221611	3.55267712	6.297685969	4.726611209	7.914221487	9.286967762	0.744123378	0.551719198	0.646284591	0.2202341	0.505430659
EPHB2	0	0.920045437	1.307286567	0.242168267	0.164282006	0.455606704	0	0.164472648	0.27389455	0.086951956	0.108208976	0.037788686	0.056078431	0	0	0.018174694	0	0
KDM1A	0.208082893	2.292138526	1.478447406	0.482285451	1.052398655	0.57231387	0.458072363	0.478049293	0.806491051	0.134483547	0.211653997	0.254019153	0.083743287	0.361896892	0.268815642	0.36261033	0.232128968	0.500696334
LUZP1	0	1.497186628	1.043513072	0.452149402	0.395415082	1.0861379	0.049614677	0.641736785	1.023501687	0.238446101	0.09998722	0.186841137	0.116552848	0	1.039270606	0.079769475	0.434531869	0
HNRNPR	2.934372609	3.358006578	2.401390651	2.658142363	2.853291992	3.293821057	1.557692187	2.52416085	3.529467539	1.437149535	0.956825416	0.764283305	0.414784206	0.33079248	1.065980241	2.187692077	2.347454848	3.479824503
C1orf213	0.216914481	0.274159257	0.102133002	0.073463567	0.367284146	0.245846994	0.062753706	0.133599095	0.118784043	0.011938224	0	0	0.025030934	0	0	0.011241796	0	0.177508355
TCEA3	0.801418435	1.808174394	0.759354656	0.834109823	0.902661094	1.223883817	0.713329953	1.157124271	0.805127874	0.009655894	0	0	0.018937112	0	0	0.043814148	0	0
ID3	1.062887649	3.019786316	2.673814802	2.50173643	5.640854422	5.693776403	2.461420011	3.554739258	5.04886741	1.020103375	0.751072058	1.016393181	0.332183638	0.644994539	0	0.664453136	0.736370669	1.15561449
RPL11	9.98972856	9.985855252	8.804783778	7.56733941	7.921755849	7.837510801	8.238125061	8.368886296	7.933167439	7.591849456	7.324963378	7.668276137	7.165951576	8.75268853	9.286144842	8.55447552	9.032429333	8.836439879
TCEB3	0	1.883544993	0.627254231	0.394899521	0.968043621	0.991230068	0.396961085	0.582298213	1.081247302	0.484661961	0.421546706	0.3574601	0.189231489	0.561008215	0.229456373	0.520019087	0.342771206	0.364801764
RP5-886K2.3	0.208082893	0.28116569	0.415452393	0.179234241	0.19189386	0.122871988	0.143565733	0.122873954	0.143335908	0.070401521	0.025931239	0.022351356	0.024127904	0	0.113936023	0.244239184	0.137960008	0.348705461
PITHD1	1.048385087	2.316812889	2.052487717	1.085914084	1.396342954	1.890894993	0.705229303	1.208146279	1.771115503	1.364151957	0.79592546	1.153211704	1.109648116	0.77062931	0.439077882	0.885208649	1.05328644	1.387578234
LYPLA2	1.74649135	3.600077668	2.9807559	0.637819261	2.445454263	1.762256772	0.395267101	0.721978117	1.712365292	0.892334989	0.784991392	0.519265665	0.259073704	0.660718048	0.613330925	0.756208204	0.912046673	0.727731625
GALE	1.486614658	3.973504087	3.387843582	0.995997003	2.043937434	2.090258196	1.4113441	1.055854012	1.999106606	0.614447418	0.67225758	0.416980597	0.24653208	0.724911655	0.210944526	0.834574573	0.748557046	1.050357784
HMGCL	0.484339593	2.079926707	1.774206338	0.807946656	1.099892066	1.744656001	0.648341529	1.114834739	1.496348443	0.598575951	0.387086903	0.631127927	0.426433015	0.935415883	0.501600697	0.565055984	0.412271549	0.459473134
FUCA1	1.208003993	2.264784974	1.423499476	1.746926829	1.252539128	2.120500185	0.604109716	1.482901347	1.95806456	1.098500636	0.685966884	1.529239811	2.113564423	0.746551053	0.328386798	0.507811332	0.527442293	0.315828906
SRSF10	0	0.685273779	0.891098999	0.327951511	0.649715832	0.642857772	0.189216363	0.258436722	0.566685034	0.260975953	0.130076666	0.151750776	0.050037121	0.404656523	0.07547574	0.420278171	0.277958979	0.511315053
STPG1	0.208082893	0.978464652	0.392072459	0.378857451	0.38725075	0.625282682	0.410802722	0.22119367	0.281905605	0.046735336	0.072585535	0.026812679	0.033256596	0.159282463	0	0.040982156	0.025246448	0
NIPAL3	0.290650589	2.306811562	1.419037921	0.530302478	0.59901573	1.004645803	0.629930835	0.512017069	0.590709725	0.074643888	0.098268425	0.164109069	0.047392596	0.377970761	0.329768321	0.298192195	0.406039852	0.376555166
RCAN3	0.288629364	1.315460487	0.526477174	0.242190339	0.617055221	0.626806888	0.24189283	0.045511822	0.187382814	0.088424756	0.098578208	0.12364424	0.023974089	0.16772575	0.183101863	0.036429213	0.481522847	0
SRRM1	1.970268477	3.45775773	2.838243307	2.005568724	1.799793082	1.760309819	1.019890914	1.719307384	1.910064031	1.036367593	1.34961349	1.204602584	0.689906082	1.473825604	1.408928764	1.62290836	1.421552604	2.970987348
CLIC4	2.305683582	2.588731299	1.622797338	1.037410378	1.93440571	4.201569382	4.452075736	3.343756251	4.182106322	0.473210211	0.372720915	0.491559408	0.413414853	0	0.372490231	1.541108653	0.050248831	0.267591838
RUNX3	0.439083402	1.172706609	0.167241714	0	0.081098652	0.030309727	0	0.005464265	0	0.08999424	0.068267935	0.052559983	0.049634872	0.595406205	0.613779833	0.201926414	1.011287606	0.363788429
SYF2	2.815392482	4.593579628	4.284932185	2.770495349	4.190082343	3.508485626	2.160600756	3.139277382	3.293102352	1.890467274	1.87761108	1.569945691	1.282129962	2.815014329	2.718846528	1.567390747	2.648873913	2.242941142
C1orf63	0	1.858070879	0.856499127	1.473449965	2.987210816	2.028708538	0.565163739	1.510998597	1.634272184	0.672480426	0.221006309	0.446190393	0.24840464	1.0441929	1.604474994	0.738292709	0.867985721	1.733154329
TMEM50A	3.478781523	5.005884672	3.8365255	2.946021788	3.334161881	4.739312779	3.856773034	4.294475542	4.640797383	3.00067367	2.892014451	3.005384233	2.623062534	2.468147933	2.490508158	2.959772925	2.382696977	3.183911306
RHCE	0.216469018	0.603786643	0.093500755	0.149315849	0.291680306	0.099425423	0.103385611	0.016215375	0	0.001426621	0	0	0	0	0	0.011361313	0.035812931	2.377365451
TMEM57	0.527677018	1.099721949	0.536690877	0.324600491	0.823027745	0.898743101	0.250741176	0.417720483	0.539019389	0.191788032	0.025931239	0	0.115975027	0.161583327	0.557875065	0.381856859	0.156074987	0.851139254
LDLRAP1	0	1.168195266	0.316386412	0.269013783	0.40770699	0.792322774	0.350282497	0.372440702	0.725191974	0.150371971	0.122440656	0.021962307	0.046477914	0.169904633	0	0.501444681	0.683559627	0
RP11-70P17.1	0	0.054401911	0.062947879	0.171242364	0.113444373	0.079059768	0.086888827	0.08793441	0.131247469	0.008156735	0	0	0.00657502	0	0	0.096177316	0.056354804	0
MAN1C1	0	0.054216957	0.037303049	0.089970618	0.063406849	0.192685504	0	0.157542655	0.225053153	0.150371103	0.030708332	0.217469612	0.184715854	0	0	0.010345937	0	0
SEPN1	0.260307534	1.158444613	0.390159523	0.119414096	0.197299098	0.89153276	0	0.449014189	0.545454949	0.259054521	0.320871505	0.347349596	0.174665876	0	0.070016178	0.026404612	0.109925567	0.184622542
MTFR1L	0.867410676	1.576995726	1.726640787	0.691669083	1.287581551	1.662804393	0.833890942	0.9862347	1.520231375	0.479351326	0.281083554	0.325529251	0.185047309	0.503731625	0.714627614	0.558443897	0.315769215	0.907470899
STMN1	4.637322237	4.949657205	4.369102857	4.246205409	5.599964727	4.50442163	3.648694832	2.94985853	4.506770155	1.257232624	0.638335078	3.732277662	0.67678198	1.599441835	0.883793015	2.901134388	3.947580052	6.665938991
PAFAH2	0	0.659682684	0.617981023	0.147836387	0.169521026	0.262957931	0.097973826	0.062337055	0.096113799	0.104133124	0.032237085	0.024988227	0.036074489	0	0.138768801	0.084290904	0.241443371	0.107142995
ZNF593	1.585962698	3.987888397	3.730880736	2.139117435	2.6677021	2.546640374	1.329262178	2.118186054	2.879968099	1.17225032	0.961063434	1.127284067	0.695192572	0.937781044	0.690767945	3.30921075	0.757647204	2.193969968
CNKSR1	0	1.491297486	0.842484924	0.247959163	0.244968327	0.033692313	0	0.042432669	0.035257606	0.007068077	0	0	0.001385174	0	0.056320448	1.403160104	0	0
SH3BGRL3	7.727662724	7.465574986	6.902439638	4.452279643	5.260198927	6.942082686	7.44906368	7.182152861	7.262263795	8.229297578	8.619441171	8.162429311	7.733360418	7.063138027	5.645977703	4.896884796	6.335548737	4.422134375
UBXN11	0.44027693	1.453743438	1.737294308	1.5074846	1.662212366	1.078688604	0.234241173	0.609329548	1.076697058	1.052192078	0.790140478	1.078202056	0.739911613	0.588676699	0.061730896	0.344462174	0.1344681	0.267076747
CD52	0.746789815	0.857714369	0.745061273	0.288997948	0.17348383	0.264644628	0.301348009	0.229698539	2.1427977	4.514256753	3.98991271	3.222451682	1.434804781	5.5112729	0.953036776	3.160071543	6.226334648	1.485000091
ZNF683	0	0.021076412	0	0	0.046634447	0.034288444	0.026159892	0.00192812	0.041555411	0.025829	0	0.049440945	0.002620757	0	0.065263957	0.054998168	0.920019467	0
DHDDS	0.208082893	1.39390299	1.195020168	0.327419252	0.862187072	0.886743399	0.277667668	0.510220779	0.885453144	0.328302348	0.440072515	0.480759836	0.27172186	0.209002428	0.313406117	0.994743516	0.162561347	0.702335742
HMGN2	0.932116981	0.890572318	2.849736395	0.647500788	1.388073559	1.289689316	0.682532642	0.374360741	2.795591546	1.348833232	0.849274072	0.374342008	0.16001061	0.772675624	0.501616808	0.535530953	0.554422932	1.091613447
RPS6KA1	0	0.680694469	0.354804567	0.17325466	0.230418456	0.167631226	0.128998449	0.182739964	0.478049372	1.008389024	0.314961474	0.319035761	0.34059754	1.720236335	0.499516341	0.344437882	0.48785652	1.632629264
ARID1A	0.290650589	2.009379314	0.934384614	0.461312201	0.481345817	0.338081082	0	0.339995968	0.299385107	0.305444768	0.187444524	0.206129382	0.189332358	0.913408565	0.485574045	0.199190772	0.435770287	0.949194904
PIGV	0	0.515615203	0.197403388	0.539773475	0.399435869	0.840616493	0.194501926	0.371770554	0.390148567	0.095881056	0.112393555	0.057593308	0.06298041	0.162391734	0.136489031	0.2201478	0.248351177	0.450559634
